,Rewards,Score,Episode_Length
4718,321,32,332
4719,18,2,29
4720,71,7,82
4721,11,1,22
4722,-5,0,6
4723,55,6,66
4724,581,58,592
4725,704,71,715
4726,63,7,74
4727,185,19,196
4728,15,2,26
4729,14,2,25
4730,29,3,40
4731,93,10,104
4732,15,2,26
4733,133,14,144
4734,63,7,74
4735,1,0,12
4736,73,8,84
4737,93,10,104
4738,4,1,15
4739,82,8,93
4740,285,29,296
4741,704,71,715
4742,96,10,107
4743,41,4,52
4744,331,33,342
4745,481,48,492
4746,36,4,47
4747,101,10,112
4748,51,5,62
4749,41,4,52
4750,21,2,32
4751,31,3,42
4752,135,14,146
4753,134,14,145
4754,106,11,117
4755,181,18,192
4756,15,2,26
4757,780,78,791
4758,431,43,442
4759,96,10,107
4760,199,20,210
4761,1016,102,1027
4762,305,31,316
4763,605,61,616
4764,332,33,343
4765,381,38,392
4766,191,19,202
4767,281,28,292
4768,21,2,32
4769,101,10,112
4770,90,9,101
4771,11,1,22
4772,18,2,29
4773,1,0,12
4774,11,1,22
4775,66,7,77
4776,112,11,123
4777,31,3,42
4778,11,1,22
4779,131,13,142
4780,141,14,152
4781,341,34,352
4782,255,26,266
4783,1135,114,1146
4784,651,65,662
4785,124,13,135
4786,321,32,332
4787,81,8,92
4788,42,4,53
4789,345,35,356
4790,2,0,13
4791,371,37,382
4792,111,11,122
4793,21,2,32
4794,81,8,92
4795,176,18,187
4796,31,3,42
4797,201,20,212
4798,61,6,72
4799,111,11,122
4800,101,10,112
4801,91,9,102
4802,71,7,82
4803,121,12,132
4804,81,8,92
4805,51,5,62
4806,18,2,29
4807,101,10,112
4808,81,8,92
4809,18,2,29
4810,21,2,32
4811,61,6,72
4812,298,30,309
4813,41,4,52
4814,49,5,60
4815,111,11,122
4816,11,1,22
4817,41,4,52
4818,31,3,42
4819,131,13,142
4820,61,6,72
4821,1,0,12
4822,21,2,32
4823,1,0,12
4824,61,6,72
4825,191,19,202
4826,1491,149,1502
4827,51,5,62
4828,301,30,312
4829,118,12,129
4830,126,13,137
4831,142,14,153
4832,81,8,92
4833,144,15,155
4834,83,9,94
4835,81,8,92
4836,144,15,155
4837,24,3,35
4838,41,4,52
4839,416,42,427
4840,219,22,230
4841,121,12,132
4842,401,40,412
4843,26,3,37
4844,86,9,97
4845,201,20,212
4846,281,28,292
4847,82,8,93
4848,123,13,134
4849,11,1,22
4850,31,3,42
4851,3,1,14
4852,24,3,35
4853,38,4,49
4854,151,15,162
4855,1,0,12
4856,21,2,32
4857,141,14,152
4858,21,2,32
4859,111,11,122
4860,228,23,239
4861,261,26,272
4862,61,6,72
4863,21,2,32
4864,11,1,22
4865,11,1,22
4866,131,13,142
4867,454,46,465
4868,91,9,102
4869,193,20,204
4870,41,4,52
4871,6,1,17
4872,6,1,17
4873,101,10,112
4874,131,13,142
4875,101,10,112
4876,304,31,315
4877,81,8,92
4878,254,26,265
4879,177,18,188
4880,215,22,226
4881,311,31,322
4882,91,9,102
4883,24,3,35
4884,261,26,272
4885,121,12,132
4886,-6,0,5
4887,431,43,442
4888,61,6,72
4889,551,55,562
4890,191,19,202
4891,1368,137,1379
4892,82,8,93
4893,288,29,299
4894,291,29,302
4895,38,4,49
4896,11,1,22
4897,61,6,72
4898,1418,142,1429
4899,426,43,437
4900,206,21,217
4901,369,37,380
4902,884,89,895
4903,71,7,82
4904,124,13,135
4905,63,7,74
4906,351,35,362
4907,130,13,141
4908,1055,106,1066
4909,344,35,355
4910,235,24,246
4911,192,19,203
4912,2,0,13
4913,-5,0,6
4914,481,48,492
4915,411,41,422
4916,280,28,291
4917,431,43,442
4918,231,23,242
4919,841,84,852
4920,19,2,30
4921,581,58,592
4922,93,10,104
4923,143,15,154
4924,93,10,104
4925,101,10,112
4926,11,1,22
4927,141,14,152
4928,161,16,172
4929,80,8,91
4930,111,11,122
4931,271,27,282
4932,51,5,62
4933,225,23,236
4934,341,34,352
4935,51,5,62
4936,31,3,42
4937,749,75,760
4938,991,99,1002
4939,1026,103,1037
4940,271,27,282
4941,201,20,212
4942,81,8,92
4943,196,20,207
4944,121,12,132
4945,238,24,249
4946,28,3,39
4947,607,61,618
4948,299,30,310
4949,1,0,12
4950,488,49,499
4951,251,25,262
4952,31,3,42
4953,31,3,42
4954,41,4,52
4955,1,0,12
4956,181,18,192
4957,71,7,82
4958,1,0,12
4959,237,24,248
4960,931,93,942
4961,1,0,12
4962,491,49,502
4963,720,72,731
4964,41,4,52
4965,31,3,42
4966,1,0,12
4967,941,94,952
4968,21,2,32
4969,742,74,753
4970,441,44,452
4971,167,17,178
4972,127,13,138
4973,96,10,107
4974,202,20,213
4975,72,7,83
4976,24,3,35
4977,22,2,33
4978,17,2,28
4979,56,6,67
4980,71,7,82
4981,357,36,368
4982,700,70,711
4983,322,32,333
4984,297,30,308
4985,307,31,318
4986,2092,209,2103
4987,143,15,154
4988,87,9,98
4989,209,21,220
4990,771,77,782
4991,691,69,702
4992,61,6,72
4993,81,8,92
4994,251,25,262
4995,91,9,102
4996,111,11,122
4997,655,66,666
4998,103,11,114
4999,756,76,767
